Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
NP15 1LF,Yes,51.656981,-2.848461,341404,195696,ST414956,"Shirenewton","Shirenewton",1999-06-01,,217,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001590,"Monmouthshire 009D"
NP15 1LG,Yes,51.667144,-2.88104,339164,196853,ST391968,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,23,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LH,Yes,51.691566,-2.891952,338443,199578,ST384995,"Usk","Usk",1999-06-01,,13,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001596,"Monmouthshire 006E"
NP15 1LJ,Yes,51.683576,-2.879247,339310,198679,ST393986,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,19,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LL,Yes,51.686238,-2.86343,340407,198962,ST404989,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,55,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LN,Yes,51.670095,-2.85906,340688,197163,ST406971,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,58,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LP,Yes,51.681015,-2.865703,340243,198383,ST402983,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,43,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LQ,Yes,51.66792,-2.881923,339104,196940,ST391969,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,17,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LR,Yes,51.650814,-2.876711,339442,195033,ST394950,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,28,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LS,Yes,51.674841,-2.869264,339989,197699,ST399976,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,76,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LT,Yes,51.690154,-2.845523,341650,199383,ST416993,"Devauden","Llangwm",1999-06-01,,143,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001549,"Monmouthshire 007A"
NP15 1LU,Yes,51.66018,-2.856154,340876,196058,ST408960,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,122,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LW,Yes,51.668613,-2.868604,340026,197006,ST400970,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,33,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LX,Yes,51.664049,-2.843417,341762,196478,ST417964,"Shirenewton","Shirenewton",1999-06-01,,218,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001590,"Monmouthshire 009D"
NP15 1LY,Yes,51.648109,-2.896527,338067,194749,ST380947,"Llangybi Fawr","Llanhennock",1999-06-01,,50,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1LZ,Yes,51.648187,-2.897184,338022,194758,ST380947,"Llangybi Fawr","Llanhennock",1999-06-01,,51,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NA,Yes,51.651302,-2.84795,341432,195064,ST414950,"Shirenewton","Shirenewton",1999-06-01,,234,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001590,"Monmouthshire 009D"
NP15 1NB,Yes,51.69416,-2.884335,338973,199860,ST389998,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,47,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1ND,Yes,51.651431,-2.853735,341032,195083,ST410950,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,224,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NE,Yes,51.690628,-2.855774,340942,199444,ST409994,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,139,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NF,Yes,51.688,-2.853598,341089,199150,ST410991,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,133,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NG,Yes,51.671701,-2.847412,341496,197332,ST414973,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,137,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NH,Yes,51.686649,-2.855236,340974,199001,ST409990,"Llangybi Fawr","Llantrisant Fawr",1999-06-01,,115,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NJ,Yes,51.671504,-2.914168,336879,197366,ST368973,"Llangybi Fawr","Llangybi",1999-06-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NL,Yes,51.665922,-2.913107,336945,196744,ST369967,"Llangybi Fawr","Llangybi",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NN,Yes,51.678926,-2.907795,337330,198186,ST373981,"Llangybi Fawr","Llangybi",1999-06-01,,34,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NP,Yes,51.664893,-2.907751,337314,196625,ST373966,"Llangybi Fawr","Llangybi",1999-06-01,,23,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NQ,Yes,51.672179,-2.843415,341773,197382,ST417973,"Devauden","Llangwm",1999-06-01,,138,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001549,"Monmouthshire 007A"
NP15 1NR,Yes,51.665439,-2.909,337228,196687,ST372966,"Llangybi Fawr","Llangybi",1999-06-01,,28,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NS,Yes,51.648816,-2.907511,337308,194837,ST373948,"Llangybi Fawr","Llanhennock",1999-06-01,,54,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NT,Yes,51.664268,-2.910408,337129,196558,ST371965,"Llangybi Fawr","Llangybi",1999-06-01,,26,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NU,Yes,51.664382,-2.909852,337168,196570,ST371965,"Llangybi Fawr","Llangybi",1999-06-01,,25,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NW,Yes,51.680272,-2.905797,337470,198334,ST374983,"Llangybi Fawr","Llangybi",1999-06-01,,28,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NX,Yes,51.656421,-2.933198,335542,195705,ST355957,"Llangybi Fawr","Llangybi",1999-06-01,,59,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NY,Yes,51.670726,-2.939835,335103,197302,ST351973,"Llangybi Fawr","Llangybi",1999-06-01,,171,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1NZ,Yes,51.665715,-2.941206,335001,196746,ST350967,"Llangybi Fawr","Llangybi",1999-06-01,,105,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PA,Yes,51.663657,-2.910367,337131,196490,ST371964,"Llangybi Fawr","Llangybi",1999-06-01,,27,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PB,Yes,51.659839,-2.921408,336362,196075,ST363960,"Llangybi Fawr","Llangybi",1999-06-01,,84,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PD,Yes,51.657688,-2.919427,336496,195834,ST364958,"Llangybi Fawr","Llangybi",1999-06-01,,56,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PE,Yes,51.651509,-2.909285,337189,195138,ST371951,"Llangybi Fawr","Llanhennock",1999-06-01,,35,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PF,Yes,51.64859,-2.918057,336578,194821,ST365948,"Llangybi Fawr","Llanhennock",1999-06-01,,82,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PG,Yes,51.654132,-2.915293,336777,195435,ST367954,"Llangybi Fawr","Llangybi",1999-06-01,,33,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PH,Yes,51.656377,-2.935438,335387,195702,ST353957,"Llangybi Fawr","Llangybi",1999-06-01,,90,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PJ,Yes,51.665354,-2.908599,337256,196677,ST372966,"Llangybi Fawr","Llangybi",1999-06-01,,26,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PL,Yes,51.684797,-2.905598,337490,198837,ST374988,"Llanbadoc","Llanbadoc",1999-06-01,,17,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1PN,Yes,51.665455,-2.912629,336977,196692,ST369966,"Llangybi Fawr","Llangybi",1999-06-01,,40,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PP,Yes,51.744558,-2.948333,334622,205521,SO346055,"Llanbadoc","Gwehelog Fawr",1999-06-01,,44,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1PQ,Yes,51.666479,-2.907069,337363,196801,ST373968,"Llangybi Fawr","Llangybi",1999-06-01,,21,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1PR,Yes,51.696152,-2.916437,336757,200109,SO367001,"Llanbadoc","Llanbadoc",1999-06-01,,37,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1PS,Yes,51.690302,-2.933961,335537,199474,ST355994,"Llanbadoc","Llanbadoc",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1PT,Yes,51.693524,-2.947063,334636,199844,ST346998,"Llanbadoc","Llanbadoc",1999-06-01,,129,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1PU,Yes,51.715399,-2.91776,336692,202251,SO366022,"Llanbadoc","Llanbadoc",1999-06-01,,23,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1PW,Yes,51.715836,-2.927395,336027,202308,SO360023,"Llanbadoc","Llanbadoc",1999-06-01,,31,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1PX,Yes,51.721448,-2.950846,334415,202953,SO344029,"Llanbadoc","Llanbadoc",1999-06-01,,66,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1PY,Yes,51.713612,-2.920923,336471,202055,SO364020,"Llanbadoc","Llanbadoc",1999-06-01,,24,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1PZ,Yes,51.664057,-2.908862,337236,196533,ST372965,"Llangybi Fawr","Llangybi",1999-06-01,,23,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1QA,Yes,51.718433,-2.952303,334310,202619,SO343026,"Llanbadoc","Llanbadoc",1999-06-01,,51,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QB,Yes,51.718765,-2.960098,333772,202663,SO337026,"Llanbadoc","Llanbadoc",1999-06-01,,57,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QD,Yes,51.72953,-2.963063,333583,203863,SO335038,"Llanbadoc","Llanbadoc",1999-06-01,,99,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QE,Yes,51.721407,-2.940205,335150,202939,SO351029,"Llanbadoc","Llanbadoc",1999-06-01,,68,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QF,Yes,51.664759,-2.909738,337176,196612,ST371966,"Llangybi Fawr","Llangybi",1999-06-01,,26,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1QG,Yes,51.723102,-2.964099,333502,203149,SO335031,"Llanbadoc","Llanbadoc",1999-06-01,,90,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QH,Yes,51.720698,-2.966668,333321,202884,SO333028,"Llanbadoc","Llanbadoc",1999-06-01,,57,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QJ,Yes,51.720871,-2.967526,333262,202904,SO332029,"Llanbadoc","Llanbadoc",1999-06-01,,56,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QL,Yes,51.717515,-2.952399,334302,202517,SO343025,"Llanbadoc","Llanbadoc",1999-06-01,,50,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QN,Yes,51.706804,-2.894315,338300,201275,SO382012,"Usk","Usk",2002-10-01,,22,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 1QP,Yes,51.728263,-2.965208,333433,203724,SO334037,"Goetre Fawr","Goetre Fawr",1999-06-01,,107,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001555,"Monmouthshire 006A"
NP15 1QQ,Yes,51.653206,-2.929345,335804,195344,ST358953,"Llangybi Fawr","Llangybi",2010-09-01,,80,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1QR,Yes,51.718069,-2.951702,334351,202578,SO343025,"Llanbadoc","Llanbadoc",1999-06-01,,49,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QS,Yes,51.724091,-2.954585,334161,203250,SO341032,"Llanbadoc","Llanbadoc",1999-06-01,,78,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QT,Yes,51.73026,-2.961761,333674,203943,SO336039,"Llanbadoc","Llanbadoc",1999-06-01,,96,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QU,Yes,51.665905,-2.910296,337139,196740,ST371967,"Llangybi Fawr","Llangybi",2006-04-01,,34,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001565,"Monmouthshire 006D"
NP15 1QW,Yes,51.704638,-2.899271,337955,201038,SO379010,"Usk","Usk",2001-12-01,,21,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 1QX,Yes,51.710895,-2.887245,338794,201724,SO387017,"Llanbadoc","Gwehelog Fawr",1999-06-01,,49,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1QY,Yes,51.709007,-2.88951,338635,201516,SO386015,"Usk","Usk",1999-06-01,,29,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 1QZ,Yes,51.707446,-2.893792,338337,201346,SO383013,"Usk","Usk",1999-06-01,,22,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 1RA,Yes,51.714097,-2.873934,339718,202069,SO397020,"Llanbadoc","Gwehelog Fawr",1999-06-01,,36,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 1RB,Yes,51.727663,-2.881362,339223,203584,SO392035,"Llanbadoc","Gwehelog Fawr",1999-06-01,,91,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
